자치구,대여소명,기준년월,대여건수,반납건수
동대문구,4114. 휘경여중고삼거리,202504,1287,1362
서대문구,4253. 홍은도담도서관,202504,488,487
서초구,4319. 삼성전자R&D어린이집 뒤,202504,387,253
영등포구,4556. 리버뷰신안인스빌1차 후문,202504,1604,1592
영등포구,4557. 리버뷰신안인스빌2차 후문,202504,1787,1722
종로구,4705. 웰니스센터(민방위교육장 앞),202504,1340,1308
강동구,3653. 강동리버스트4단지아파트 404동 앞,202504,414,511
강동구,3654. 강동리버스트4단지아파트 405동 앞,202504,355,383
강서구,3759. 이대서울병원,202504,1742,2062
광진구,546. 잠실대교북단 교차로,202504,2495,2463
서초구,4320. 비석공원,202504,1126,1317
송파구,4452. 삼성SDS,202504,4299,4324
송파구,4453. 위례중앙푸르지오 201동 앞,202504,1472,1489
송파구,4457. 아산병원 기숙사 부근,202504,5842,5806
송파구,4458. 가락2동주민센터 인근,202504,493,449
송파구,4460. 올림픽훼미리아파트 112동 앞,202504,1297,1310
송파구,4461. 한양3차아파트 3동 앞,202504,135,94
송파구,4462. 가락중학교 앞,202504,799,666
송파구,4463. 방이역 2번 출구,202504,884,901
광진구,548. 자양나들목,202504,2754,2785
송파구,4464. 올림픽공원 북2문 A,202504,1658,1687
송파구,4465. 건영아파트앞 사거리,202504,1669,1665
송파구,4468. 가락1동주민센터 ,202504,1420,1358
송파구,4469. 거여동 어울림아파트  102동앞,202504,557,559
송파구,4472. 송파파크데일 1단지 115동 건너편,202504,592,503
송파구,4473. 마천금호어울림 1차 102동앞,202504,248,239
송파구,4474. 가락현대 1차 11동 앞,202504,599,465
송파구,4475. 송파파인타운 4단지 403동,202504,559,547
송파구,4478. 문정근린공원2,202504,1133,1144
광진구,549. 아차산역 3번출구,202504,2408,2274
송파구,4479. 문정중학교,202504,261,213
송파구,4480. 가락시장 남1문 사거리,202504,831,851
송파구,4481. 올림픽공원 북2문 B,202504,2930,3178
송파구,4483. 잠실나들목4,202504,1857,2013
송파구,4484. 잠실나루역4번출구뒤,202504,2533,2525
송파구,4485. 잠실나루역 고가하부,202504,915,625
송파구,4486. 홈플러스 잠실점,202504,2618,2614
송파구,"4488. 문현중,고등학교 사이",202504,262,255
송파구,4490. 송파파인타운 10단지 1005동,202504,349,285
송파구,4491. 장지역 1번출구,202504,1602,1608
마포구,124. 서강대 정문 건너편,202504,1245,1090
동대문구,600. 휘경2동 주민센터,202504,267,270
송파구,4493. 마천사거리 2,202504,400,392
송파구,4496. 잠실 파크리오 120동 앞,202504,1564,1588
송파구,4497. 아시아선수촌아파트 교차로,202504,1932,1945
송파구,4499. 세양청마루 101동 앞,202504,902,381
송파구,4852. 서울복합물류 게이트 1,202504,1657,1946
송파구,4854. 가락시장역 2번 출구,202504,1510,1494
송파구,4855. 거여5단지 503동 앞,202504,653,640
송파구,4856. 올림픽공원 서1문 앞,202504,1995,2055
송파구,4859. 잠실나루 나들목,202504,2086,2106
강북구,3718. 번동3단지 버스정류장,202504,1138,1387
강서구,3754. 신방화역 8번출구,202504,1564,1558
강서구,3764. 관문주유소(GS칼택스) 앞,202504,1522,1472
관악구,3803. 남서울중학교,202504,988,955
관악구,3804. 낙성대공원,202504,280,238
관악구,3806. 낙성대 교수아파트,202504,305,102
관악구,3807. 관악우체국 교차로,202504,368,338
송파구,4454. 위례 포레샤인 1809동 부근,202504,280,111
동대문구,602. 장안동 사거리,202504,3302,3997
송파구,4857. 올림픽공원 장미광장,202504,630,578
종로구,4713. 현대 뜨레비앙 아파트 앞,202504,1269,1260
중구,4752. 삼성사이버빌리지아파트,202504,394,249
중구,4792. 퇴계로4가 교차로(중구청),202504,1235,1220
중구,4793. 동대문역사문화공원역 5번출구,202504,980,966
강서구,3799. 국립항공박물관,202504,450,473
중랑구,4802. 새우개마을,202504,236,248
중랑구,4803. 상봉2동 주민센터 앞,202504,1097,1087
중랑구,4804. 동서울농협 앞,202504,1420,1550
중랑구,4807. 라코지스테이 앞,202504,615,593
중랑구,4808. 신내2동 주민센터 앞,202504,787,696
중랑구,"4809. 동성1,2차 아파트 앞",202504,1045,757
중랑구,4811. 한양수자인아파트 앞,202504,485,270
중랑구,4812. 묵동 이마트 앞,202504,1398,1557
중랑구,4813. 망우지구대,202504,1676,1790
금천구,3956. 대륭테크노타운21차 앞,202504,1021,1046
금천구,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,202504,564,651
금천구,3959. 시흥사거리(시흥동 994-3 앞),202504,819,928
금천구,3963. 에이스 하드웨어(시흥대로 396) 앞,202504,891,961
금천구,3966. 독산역1번출구 B,202504,2200,2356
영등포구,4579. 국회의사당 본관,202504,541,417
영등포구,4580. 국회제2의원회관,202504,589,608
영등포구,4581. 국회소통관,202504,404,394
영등포구,4582. 국회도서관,202504,482,435
영등포구,4583. 의정관,202504,198,185
영등포구,4584. 국회2문,202504,289,263
동작구,4152. 상도효성해링턴플레이스,202504,453,301
동대문구,605. 신설동역8번출구,202504,1260,1302
동작구,4153. 흑석동효사정앞,202504,291,170
동작구,4158. 노량진근린공원,202504,224,85
동작구,4162. 노량진1동 청소년독서실,202504,352,48
동작구,4167. 구로교 아래,202504,1431,917
동작구,4169. 신대방삼거리,202504,1288,1325
서초구,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),202504,1067,1086
서초구,4304. 서울고앞,202504,265,232
서초구,4305. 서일스포츠센터,202504,264,204
서초구,4306. 서래공원 앞,202504,793,787
서초구,4307. 고투몰 gate 15옆,202504,587,775
동대문구,606. 서울반도체고 앞,202504,460,504
서초구,4309. 서초케이타운앞,202504,129,93
서초구,4310. 염곡동(염통골) 입구,202504,330,328
서초구,4312. 반포미도2차아파트 옆,202504,531,525
서초구,4313. 반포종합운동장,202504,754,779
서초구,4315. 이투스교육 앞,202504,490,375
서초구,4316. 고속터미널역 3번출구,202504,688,439
서초구,4317. 양재근린공원,202504,1372,1472
서초구,4318. 방배역 2번 출구,202504,897,1076
동대문구,607. 신이문역 2번출구,202504,668,664
강남구,3604. 삼성중앙역 5번출구,202504,799,612
강남구,3606. 신사동주민센터 옆,202504,1070,1204
강남구,3609. 언주초등학교 입구,202504,708,671
강남구,3610. 윗반마을 입구,202504,197,193
강남구,3611. 방죽마을 입구,202504,374,378
강남구,3612. 은곡마을,202504,409,536
강남구,3614. 은마아파트 입구 사거리,202504,1278,1261
강남구,3615. 서울 논현동우체국 앞,202504,402,357
동대문구,608. 전농삼성아파트,202504,328,328
강남구,3616. 역삼중학교 앞(체육관 방향),202504,386,375
강남구,3618. 서울율현초교 삼거리,202504,765,879
강남구,3620. 청담역 11번 출구,202504,316,81
강남구,3622. 은마아파트입구 사거리(1),202504,251,244
강남구,3623. 일원에코파크 앞(개포로 방면),202504,541,549
강남구,3624. 대모산입구역 7번 출구 앞,202504,320,286
강남구,3627. 압구정나들목,202504,2440,2580
강남구,3628. 역삼1동 주민센터,202504,1152,1372
동대문구,609. 제기2교,202504,1492,1457
강남구,3629. 청담사거리(신한오피스텔빌딩 앞),202504,265,385
강남구,3630. 개포우성6차아파트 정문 앞,202504,378,325
양천구,4528. 양천구청역 1번출구,202504,1528,1555
중구,4796. 부산은행,202504,1703,1286
영등포구,4585. 국회6문,202504,392,406
강동구,3676. 강동리엔파크9단지,202504,568,595
강동구,3685. 강동리엔파크14단지(1401동 앞),202504,776,792
노원구,4002. 상계주공 14단지 상가 앞,202504,878,938
동대문구,610. 동대문중 교차로,202504,1240,1139
노원구,4004. 당고개입구오거리 당현천변,202504,1510,1504
노원구,4005. 중계2차 한화꿈에그린 101동 인근,202504,1029,957
노원구,4007. 노원 을지대학교 병원,202504,2069,2335
노원구,4008. 하계 어린이 공원,202504,952,957
노원구,4009. 월계프라자,202504,787,310
노원구,4011. 월계 센트럴 아이파크,202504,1364,1831
노원구,4013. 중계 롯데마트,202504,2105,1924
노원구,4014. 불암산역 3번 출구,202504,760,757
노원구,4017. 월계 청백1단지 아파트 정류장,202504,516,136
노원구,4018. 상계주공15단지 버스정류소,202504,945,963
동대문구,612. 시립동부병원 앞 사거리,202504,2780,2940
노원구,4019. 상계주공10단지 버스정류소,202504,1374,1266
노원구,4020. 중계동 성모빌딩 앞 ,202504,1726,1719
노원구,4021. 중계본동 입구,202504,231,84
노원구,4023. 월계역 1번 출구,202504,1159,1389
노원구,4024. 꿈의숲 SK뷰 아파트,202504,1860,1730
노원구,4025. 한천교 동편,202504,1065,1150
노원구,4026. 상계주공1단지아파트,202504,2074,2103
노원구,4028. 한일유앤아이아파트 105동 인근,202504,1496,1227
노원구,4029. 청소년수련관 후문,202504,4725,5024
노원구,4032. 불암주유소 앞,202504,1676,1660
동대문구,613. 신설동역 10번출구 앞,202504,1781,1896
노원구,4033. 녹천역 4번 출구 옆,202504,524,564
도봉구,4054. 창동한신아파트 버스정류소,202504,690,442
도봉구,4058. 다락원체육공원 전망대 입구,202504,477,449
도봉구,4062. 평화도봉공원 주변,202504,861,906
도봉구,4064. 신창아파트 입구 앞,202504,559,516
도봉구,4065. 창동역 1번출구 앞,202504,4494,5110
도봉구,4074. 도봉구육아종합지원센터(창동),202504,936,1059
송파구,4863. 잠실나들목5,202504,451,446
노원구,4031. 청암예술학교 앞,202504,1666,1555
동대문구,614. 용두동 사거리,202504,2284,2290
도봉구,4073.방아골종합사회복지관,202504,683,672
성북구,4406. 장곡초등학교 앞,202504,971,892
강동구,3657. 서울천호동우체국,202504,2449,2512
강동구,3658. 프라이어팰리스아파트,202504,580,551
강동구,3659. 명일초등학교 옆,202504,285,238
강동구,3661. 명일동신동아아파트 앞,202504,327,314
강동구,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),202504,592,338
강동구,3664. 맥도날드 서울둔촌DT점 앞,202504,3308,3260
강동구,3665. 고덕센트럴 아이파크상가 앞,202504,910,870
동대문구,615. 용두동 래미안허브리츠아파트 앞,202504,1771,1798
강동구,3668. 성내삼성아파트,202504,3875,3966
강동구,3671. 둔촌동역교차로,202504,2619,2727
강동구,3673. 강동리버스트6단지,202504,378,435
강동구,3674. 강동리버스트7단지,202504,368,450
강동구,3675. 강동리버스트8단지,202504,753,732
강동구,3656. 둔촌푸르지오아파트,202504,1561,1552
강동구,3680. 강동역3번출구,202504,3885,3874
강동구,3681. 길동 마루빌딩,202504,3882,4255
동대문구,616. 서울시립대 정문 앞 A,202504,306,122
강동구,3682. 길동 동호빌딩,202504,371,347
강동구,3683. KT&G강동지사,202504,1058,1302
강서구,3770. 남부순환로 205,202504,534,396
구로구,3908. 오류동 다숲오피스텔 앞,202504,890,1137
노원구,4016. 노원 마들스타디움,202504,1165,1169
송파구,4862. 성내교 남단,202504,725,611
송파구,4860. 가락쌍용2차아파트 103동,202504,936,853
양천구,4507. 신정제일시장,202504,998,1085
동대문구,617. 청솔우성아파트 앞,202504,1064,1110
양천구,4508. 유원목동아파트 103동 앞,202504,3522,3657
양천구,4509. 서울영상고교 입구,202504,2992,3243
양천구,4510. 신정네거리역 교차로,202504,1519,1481
양천구,4512. 목동13_14단지 사거리,202504,1251,848
양천구,4514. 목동성당 앞,202504,2939,2644
양천구,4515. 동문굿모닝탑,202504,3133,3206
양천구,4517. 성보하이드로빌딩,202504,1082,1109
양천구,4518. 청기와빌딩,202504,613,741
영등포구,227. 양평1나들목 보행통로 입구,202504,2444,2664
양천구,4520. 대성유니드아파트,202504,966,1295
양천구,4522. 신곡시장,202504,1543,2092
양천구,4523. 구립양천어르신요양센터,202504,98,58
양천구,4526. 목동아파트2단지 222동 앞,202504,1526,1599
양천구,4527. 목동신시가지아파트6단지,202504,2361,2369
은평구,4657. 본 서부병원 교차로 사거리,202504,1125,1168
은평구,4658. 녹번역1번출구앞,202504,497,343
은평구,4659. 신진과학기술고등학교 버스정류장(응암시장 방면),202504,1053,1167
은평구,"4663. 불광역3,6호선 버스정류장(동명여고 방면)",202504,757,762
은평구,4665. 응암역3번 출구(서부경찰서 방면),202504,421,483
영등포구,228. 선유도역 3번출구 앞,202504,4053,4270
은평구,4667. 폭포동입구 교차로,202504,358,236
은평구,4668. 기자촌사거리 B,202504,214,74
은평구,4671. 청구성심병원 앞,202504,606,680
은평구,4672. 준빌딩 앞,202504,205,204
은평구,4674. 녹번역e편한세상 캐슬 정문 앞,202504,987,873
중구,4794. 서울역 서부교차로(3),202504,1558,1746
성동구,4367. kt 행당빌딩 앞,202504,1023,1248
강남구,3634. 국악고교 앞 교차로,202504,624,609
강서구,3774. 마곡9단지 910동 상가앞,202504,1584,1587
영등포구,229. 양평1 보행육교 앞,202504,2955,2995
강서구,3801. 이랜드글로벌R&D센터,202504,333,341
노원구,4027. 한내 행복발전소 옆,202504,2522,2609
노원구,4036. 하계역 6번출구,202504,1908,2219
성북구,4408. 돌곶이역 앞,202504,2111,2306
양천구,4530. 방아다리어린이공원,202504,1043,990
중랑구,4815. 중랑데시앙플렉스 앞,202504,451,442
송파구,4864. 송파사거리,202504,3087,3058
송파구,4865. 한성백제역 1번출구 뒤,202504,3439,3454
송파구,4867. 가락대림아파트 앞,202504,1061,1051
도봉구,4077. 도봉제1교,202504,1631,1794
마포구,126. 서강대 후문 옆,202504,836,829
영등포구,231. 남부고용노동지청 남측,202504,2364,2408
영등포구,4576.보라매sk뷰 108동 앞,202504,884,882
영등포구,4578.보라매sk뷰,202504,514,415
동작구,4175. 대방역2번출구,202504,927,934
노원구,4035. 휴플러스 수락한신아파트 101동 앞,202504,694,616
중구,4777. 약수동 주민센터,202504,79,71
영등포구,4552. 코레일유통본사,202504,893,886
영등포구,4553. 당산삼성2차아파트,202504,2870,2614
영등포구,4555. 대림우성2차아파트,202504,477,471
영등포구,4558. 대영중고 후문,202504,1088,1194
영등포구,232. 양평우림 이비즈센타 앞,202504,2982,2906
영등포구,4559. 신길역 2번출구,202504,2150,1564
영등포구,4560. 양평동성원아파트,202504,1648,1666
영등포구,4561. 양평역 1번출구,202504,4316,4293
영등포구,4563. 여의도 은하아파트,202504,781,711
영등포구,4564. 63스퀘어,202504,2902,3243
영등포구,4565. 영등포 신세계백화점,202504,5103,5100
영등포구,4566. 대림성원상떼빌아파트,202504,1849,2042
영등포구,4567. 한림대학교 강남성심병원 신관,202504,1632,1801
영등포구,4569. 힐스테이트클래시안아파트,202504,1138,1099
영등포구,233. 양평1동 YP센터 앞,202504,999,1033
영등포구,4571. 문래동롯데캐슬아파트,202504,4059,3933
영등포구,4573. 두산위브아파트,202504,899,746
영등포구,4574. 영등포시장역 포레나영등포,202504,4167,4202
영등포구,4575. 대림동 e편한세상영등포아델포레,202504,2382,2436
은평구,4676. 갈현1동 주민센터,202504,292,285
은평구,4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,202504,1141,1188
동작구,4173. 중대후문 마을버스정류장,202504,514,418
구로구,3910. 목양전원교회 앞 로터리,202504,324,336
구로구,3911. 항동하버리안2단지아파트 후문,202504,261,295
광진구,3880. 홍련봉 공원,202504,903,572
강서구,3762. 마곡9단지 907동앞,202504,1291,1210
강서구,3785. 마곡14단지 1408동앞,202504,1868,1646
송파구,4868. 석촌호수 서호 남단,202504,2585,2645
성동구,4370. 성동교 사거리,202504,1127,939
노원구,4037. 물넘이교,202504,2679,2616
강남구,3636. 삼성중앙역·플래티넘아파트 정류소,202504,630,594
강남구,3637. 세곡데이케어센터,202504,278,257
강남구,3638. 신청담나들목,202504,498,520
영등포구,235. 신길동 우리은행 옆,202504,602,547
강동구,3688. 상일동산(동아아파트앞 교차로),202504,330,330
관악구,3812. KT관악지점,202504,889,891
광진구,3879. 중랑천 뚝방길 산책로 입구,202504,1497,1518
양천구,4531. 목동아파트 613동 앞,202504,3874,3856
중구,4797. KG타워 앞,202504,923,964
중랑구,4819. 면목동 새싹어린이공원 앞,202504,1371,1573
강남구,3640. 일원1동주민센터앞 사거리,202504,1505,1548
도봉구,4078. 원당공원 앞,202504,1051,1035
영등포구,236. 문래동자이아파트 앞,202504,3224,3361
관악구,3811.신사로입구,202504,1555,1474
영등포구,4588.양남사거리2,202504,1048,1046
서초구,4322.서울추모공원 입구,202504,52,38
강동구,3684. 고덕자이(105동 앞),202504,1282,1305
구로구,3912. 삼호아파트 앞,202504,672,653
성동구,4363. 신금호역 2번출구 앞,202504,40,41
강서구,3757. 신방화역 6번출구,202504,1781,1771
강서구,3758. 서울남부출입국관리소,202504,2459,1494
노원구,4039. 서울시 북부여성발전센터,202504,1042,985
동작구,237. 보라매 두산위브 건너편,202504,1841,1887
중랑구,4820. 망우역 2번 출구,202504,1700,1743
노원구,4040. 공릉로 26길,202504,846,904
강동구,3686. 고덕 래미안 힐스테이트(101동),202504,704,704
광진구,3881. 신자초교입구 교차로,202504,3506,3560
용산구,4603. 한강GS에클라트 건너편 교통섬,202504,865,820
강남구,3641. 대청역,202504,1089,1105
강남구,3643. 더시그넘하우스 앞,202504,697,700
강남구,3644. 상록수아파트,202504,601,318
영등포구,238. 제2구민체육센타 앞,202504,3037,3013
강남구,4902. 구역삼세무서 교차로,202504,829,831
강서구,5052. 마곡역 7번출구,202504,5335,5905
관악구,3813. 낙성대역 5번출구,202504,422,417
관악구,3814. 난곡사거리 ,202504,1165,1200
마포구,4216. 망원정 앞,202504,901,941
서초구,4323. 내곡도서관,202504,239,266
송파구,4870. 몽촌토성역 3번 출구,202504,6156,6101
송파구,4871. 오금동 대림아파트 정문,202504,751,670
송파구,4872. 개롱역 3번 출구 뒤,202504,1276,1312
양천구,4532. 목동현대아파트 후문 앞,202504,1592,1666
영등포구,239. 유스호스텔 앞,202504,1474,1403
용산구,4632. 용산 푸르지오 파크타운 1단지 앞,202504,407,192
강남구,3646. 선정릉역 4번 출구,202504,475,398
강서구,5053. 신마곡벽산블루밍메트로오피스텔앞,202504,1641,1802
강서구,5055. 마곡역5번출구앞,202504,1773,1878
강서구,5057. 마곡역4번출구,202504,1850,1932
강서구,5059. 화곡2동주민센터,202504,921,1229
강서구,5061. 우장산동 가곡어린이공원앞,202504,3877,4107
영등포구,240. 문래역 4번출구 앞,202504,3921,3782
광진구,3882. 자양2동 주민센터,202504,2138,2168
구로구,3914. 신도림쌍용플래티넘노블아파트 앞,202504,2036,1980
금천구,3967. 혜명양로원 담장 옆(2),202504,366,287
금천구,3968. 독산동 현대홈타운 금천과선교 앞,202504,559,546
금천구,3969. 독산역 롯데캐슬 104동 앞,202504,531,503
노원구,4041. 공릉역3번출구,202504,2056,2286
서대문구,4255. 래미안 루센티아 아파트 108동 앞,202504,1283,901
성북구,4411. 동산어린이공원 앞,202504,1059,1046
영등포구,4589. KRX한국거래소(1),202504,1307,1303
마포구,127. 현대벤처빌 앞,202504,240,149
영등포구,241. 신길우성1차아파트 앞 공원,202504,1003,944
영등포구,4591. 신길자이아파트,202504,856,152
영등포구,4592. 신길우성4차아파트,202504,1650,1922
중구,4798. 황학동롯데캐슬,202504,2096,2136
중랑구,4826. 홈플러스 면목점,202504,868,1003
마포구,4217. 한강공원 망원나들목,202504,12757,13965
중랑구,4825. 신내동 벽산아파트 후문 앞,202504,1016,908
강남구,3642. 강남자곡힐스테이트,202504,850,236
강동구,3689. 강일역 3번출구,202504,747,624
강동구,3690. 강일역 4번출구,202504,507,406
영등포구,242. 신길선원가와인아파트 앞,202504,1296,595
금천구,3970. 시흥4동주민센터 앞,202504,270,266
금천구,3971. 순흥안씨묘 건너편,202504,82,26
금천구,3972. 산기슭공원 앞,202504,160,66
금천구,3973. 독산2동주민센터 앞,202504,347,142
노원구,4042. 상계문화정보도서관,202504,930,930
송파구,4873. 개롱역사거리 2번 출구,202504,1307,1369
송파구,4874. 탄천1교 하부보도,202504,789,774
송파구,4875. 위례포레샤인13단지,202504,404,379
영등포구,243. 이앤씨드림타워 앞,202504,3732,3781
영등포구,4594. 양평교 영등포대여소,202504,2178,2251
중랑구,4823. 방정환교육지원센터 옆,202504,1036,1077
중랑구,4824. 상봉신협 앞,202504,1596,1570
종로구,4715. 돈의문 박물관 마을,202504,831,786
용산구,4633. 센트럴파크타워 앞,202504,1859,2001
강남구,3647. 구룡역 1번 출구,202504,507,497
강남구,3648. 구룡역 4번 출구,202504,103,108
강남구,3649. 구룡역 5번 출구,202504,415,431
강동구,3692. 둔촌오륜역 1번 출구,202504,2531,2505
영등포구,244. 영등포삼환아파트 앞,202504,1961,1799
금천구,3974.  안천중학교,202504,318,319
금천구,3983. 금천구청역 1번 출구,202504,1062,1364
서초구,4324. 세화고등학교,202504,334,352
성북구,4414. 안암역 3번 출구,202504,658,657
송파구,4879. 마천청소년센터,202504,163,155
송파구,4881. 거여동사거리 송파둘레길 입구,202504,233,226
송파구,4882. 위례포레샤인18단지 1802동,202504,414,304
송파구,4883. 위례포레샤인18단지 1812동,202504,254,30
영등포구,245. 삼성생명 당산사옥 앞,202504,3321,3285
송파구,4888. 둔촌오륜역 2번출구,202504,676,588
송파구,4889. 마천역 1번 출구 인근②,202504,781,746
중랑구,4827. 신내SK V1센터 앞,202504,341,271
강서구,5064. 양천향교역8번출구,202504,2328,2339
강서구,5065. 허준박물관삼거리,202504,1743,1741
강서구,5066. 아망떼마곡전시장,202504,1831,2322
강서구,5067. 주원 리젠트 앞,202504,718,736
강서구,5072. 김포공항입구 교통섬,202504,546,470
관악구,3815. 광일빌딩,202504,831,856
구로구,3915. 동선아파트 앞,202504,192,189
영등포구,247. 당산역 10번출구 앞,202504,5349,5373
중랑구,4828. 신내동 한살림 중랑지구 앞,202504,920,980
중랑구,4829. 신내동 한살림 중랑지구 건너편,202504,354,314
노원구,4043. 상계주공13단지 1301동,202504,413,265
노원구,4044. 공릉산 백세문 입구,202504,145,131
은평구,4678. 백련산로 녹번센트레빌 ,202504,540,431
송파구,4880. 송파청소년센터,202504,1098,1081
영등포구,4598. 오목교 동측 지하보도,202504,2297,2326
영등포구,4599. 대림우성아파트 사거리,202504,433,419
영등포구,248. 초원아파트 앞,202504,943,942
양천구,4535. 목동12단지 아파트,202504,2666,2617
양천구,4536. 양천해누리체육공원,202504,1445,1834
서초구,4329. SC제일은행 양재동지점 앞,202504,958,641
금천구,3985. 디폴리스 지식산업센터,202504,1089,1107
강서구,5070. 마곡13단지힐스테이트마스터 후문(1320동 앞),202504,3406,3386
강동구,3694. 강동리엔파크 13단지(1303동 앞),202504,843,838
도봉구,4080. 창동주공19단지앞 ,202504,1306,1303
중랑구,4834. 용마복지센터 앞,202504,585,251
영등포구,249. 여의도중학교 옆,202504,1879,1978
성북구,4415. 미아초교버스승강장,202504,56,56
노원구,4045. 은하수 공원,202504,721,790
송파구,4893. 문정법조단지12,202504,2978,3383
마포구,4218. 디지털매직스페이스,202504,2100,2152
마포구,4220. 신촌 청년주택,202504,1539,1597
마포구,4221. 솔리스타오피스텔(공덕동주민센터),202504,620,123
마포구,4224. 서부운전면허시험장,202504,1024,1079
마포구,4226. 마포프레스티지자이 1,202504,847,791
마포구,4233. 코오롱아파트사거리,202504,3827,3972
영등포구,250. 대림아파트 사거리,202504,733,713
마포구,4234. 에스테반,202504,483,256
마포구,4238. 상암한샘빌딩앞,202504,1520,1490
마포구,4240. 아현문화건강센터,202504,255,38
송파구,4884. H비즈니스파크,202504,2092,2189
송파구,4885. 가든파이브 리빙관,202504,493,545
송파구,4886. 배명고등학교 건너편,202504,1005,1028
송파구,4887. 호돌이상가,202504,855,819
송파구,4895. 송파레이크힐 상가,202504,1180,1183
송파구,4896. 송파레이크힐,202504,149,125
영등포구,251. 서울지방병무청 버스정류장,202504,784,695
송파구,4897. 잠실주공5단지1,202504,3044,3100
강서구,5073. 우장산역 헤링턴타워 앞,202504,1471,1233
강서구,"5074. 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",202504,3281,3278
강서구,5075. 등촌역 1번출구,202504,1147,1132
관악구,3816. 관악 GSfresh,202504,848,682
관악구,3818. 은천교회 앞,202504,965,925
구로구,3918. 이좋은집오피스텔 앞,202504,649,891
금천구,3984. 가산롯데아이티캐슬,202504,1313,1434
서대문구,128. 신촌역(2호선) 1번출구 옆,202504,1044,1040
영등포구,252. 보라매역4번출구,202504,1452,1728
성동구,4373. 서울숲 지식산업센터,202504,2605,2785
성동구,4377. 우영테크노센터 앞,202504,2259,2503
송파구,4891. 위례포레나송파,202504,802,738
송파구,4892. 성내유수지 체육공원,202504,491,345
중랑구,4835. 망우동 본죽 앞,202504,816,824
마포구,4222. 서울디자인고등학교 앞,202504,1399,1648
서초구,4327. 몽마르뜨공원입구,202504,320,50
영등포구,4600. 서울 영등포구 우체국,202504,1777,1741
광진구,3886.광진구 민방위교육센터,202504,1727,1582
구로구,3919. 구로역·NC신구로점 버스정류장(구로역 방면),202504,1510,1508
노원구,5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞),202504,2456,2456
마포구,4244. 당인리발전소 공원 앞,202504,1889,1961
마포구,4246. 상수역새마을금고,202504,831,800
영등포구,254. 도림신협 앞,202504,1574,1625
마포구,4247. 서울서부지방법원등기국앞,202504,392,460
마포구,4248. 신촌 교보빌딩,202504,298,234
중랑구,4836. 양원역 1번 출구,202504,630,623
중랑구,4837. 양원지구 힐데스하임 앞,202504,625,453
중랑구,4838.동원사거리 행복오피스텔 앞,202504,606,405
도봉구,4083.도봉아이나라도서관 앞,202504,1280,1332
서대문구,4266.국민연금공단충정로사옥,202504,407,341
은평구,4681.박석고개(은평소방서) 앞,202504,167,157
금천구,3975.현대시티아울렛 가산,202504,1358,1376
영등포구,255. 도림사거리,202504,1335,1389
영등포구,4601.양평역2번출구 뒤,202504,1237,1144
강서구,5076. 메이필드호텔앞,202504,1056,958
금천구,3980. 금천현대홈타운 후문 서부샛길,202504,775,749
서대문구,4264. 홍남교 버스정류장,202504,654,625
중랑구,4840. 서울시 북부병원 앞,202504,520,545
중랑구,4830. 신내 우디안 111동 앞,202504,392,241
구로구,3917. 성공회대학교,202504,728,389
성북구,4419. 성북구 한예종 캠퍼스 본관,202504,704,611
성북구,4420. 성북구 한예종 캠퍼스 별관,202504,712,876
영등포구,256. 동아에코빌입구,202504,1169,1121
영등포구,5851. 도림천 건널목 위,202504,1784,1620
영등포구,5852. 대림동현대2차 201동 앞,202504,331,266
성동구,4381. 더스페이스타워 앞,202504,1728,1783
성동구,4382. 페코텍글로벌허브빌딩 앞,202504,2785,3229
성동구,4383. 푸조비즈타워 앞,202504,2098,3079
성북구,4417. 성북청소년문화의집,202504,187,55
성북구,4418. 종암동 동덕여대 제2생활관 앞,202504,1601,1785
양천구,4537. 서울남부지방검찰청 후문 ,202504,1820,1573
양천구,4538. 양천공영차고지,202504,208,222
강남구,3651. 개포동역 4번출구,202504,1344,1470
도봉구,4084. 도봉동실내스포츠센터,202504,672,598
서대문구,4267. 서대문역 2번 출구,202504,1225,1211
중구,4800. 필동 삼거리,202504,886,894
중구,4801. 충정로역 2호선(엘리베이터 앞),202504,795,160
용산구,4621. 남산도서관 앞,202504,844,143
구로구,3920. 개봉역2번출구 B,202504,457,458
용산구,4634. 이태원역 3번 출구,202504,459,394
은평구,4683. 은평 성모병원 사거리,202504,509,496
양천구,4539. 목동7단지아파트 A상가,202504,905,853
영등포구,258. 신길역3번출구,202504,1859,1873
영등포구,5853. 여의도역2번출구 앞,202504,1745,1761
서대문구,4269. 연희IC 남측,202504,775,763
노원구,5305. 대륜E&S 서울지사 앞,202504,827,964
동작구,4177. 롯데캐슬 101동 앞,202504,323,153
동작구,4178. 이수성결교회 옆,202504,149,163
강남구,4903. 신사스퀘어,202504,507,409
구로구,3922. 서울남부교정시설 앞,202504,518,530
강서구,5078. 왈도강서캠퍼스 앞,202504,1150,1154
송파구,5751. 송파여성축구장,202504,733,679
영등포구,259. 대방역6번출구,202504,3466,3538
송파구,5752. 풍납백제문화공원 옆 인근,202504,2702,2783
송파구,5753. 호반써밋,202504,785,752
