자치구,대여소명,기준년월,대여건수,반납건수
강서구,2713.우장초등학교 앞,202502,964,872
마포구,145. 공덕역 5번출구,202502,520,903
강서구,2715.마곡나루역 2번 출구 ,202502,8410,8519
강서구,2716.롯데 R&D 센터,202502,508,576
강서구,2717.LG유플러스 마곡사옥,202502,2884,3425
강서구,2718.마곡수명산파크1단지,202502,1451,1199
강서구,2719.마곡문화공원,202502,2242,2673
강서구,2720.힐스테이트에코,202502,1869,1848
강서구,2721.등촌1-10단지 교차로,202502,2628,2558
양천구,793.목동5단지아파트 534동,202502,1616,1504
마포구,146. 마포역 2번출구 뒤,202502,803,1040
강서구,2723.마곡 필네이처,202502,1762,2006
강서구,2724.(재)FITI시험연구원,202502,1102,886
강서구,2725.서울식물원 식물문화센터,202502,519,408
강서구,2727.서울식물원 잔디마당 앞,202502,1434,1516
강서구,2728.마곡나루역 3번 출구,202502,5164,5331
강서구,2729.넥센 유니버시티 앞,202502,1035,1152
강서구,2730.마곡메가박스 앞,202502,1405,1456
강서구,2731.명덕고교,202502,785,923
강서구,2732.마곡수명산 1-2단지 ,202502,1408,1132
마포구,147. 마포역 4번출구 뒤,202502,997,1368
강서구,2733.마곡13단지 정문 앞,202502,3056,2961
강서구,2737.까치산역 3번 출구,202502,660,753
강서구,2739.수명산파크1단지교차로,202502,2284,2263
강서구,2740.마곡레포츠센터,202502,1126,1139
강서구,2741.마곡수명산파크5-6단지,202502,1110,921
강서구,2742.강서구민올림픽체육센터,202502,1408,1561
마포구,148. 용강동 주민센터 앞,202502,492,510
노원구,1696.수락리버시티4단지,202502,250,251
노원구,1697.상계주공2단지 219동,202502,820,827
노원구,2901.공릉동풍림아파트 101동,202502,696,695
노원구,2902.공릉풍림아파트 108동,202502,562,549
노원구,2903.월계초안아파트 1단지,202502,262,274
마포구,150. 서강대역 2번출구 앞,202502,463,533
노원구,2904.중계3차청구아파트,202502,600,606
노원구,2907. 월계중학교,202502,138,35
노원구,2908. 광운대학교 중앙도서관,202502,791,796
노원구,2909. 석계역 3번 출구,202502,657,666
노원구,2910.도깨비시장,202502,678,738
노원구,2911.상계역중앙시장,202502,591,596
노원구,2912.대진고등학교,202502,454,375
노원구,2913.상계8동 주민센터,202502,777,811
노원구,2915.서울과학기술대학교(어학교육원),202502,705,460
노원구,2917.신창중학교 후문 맞은편 버스정류장,202502,449,483
노원구,2919.등나무 근린공원(시립북서울미술관 앞) ,202502,1734,1835
노원구,2920.상계중학교(당현2교사거리),202502,479,444
노원구,2921.중계역 2번출구,202502,1129,1359
도봉구,1743.창동19단지아파트 관리사무소앞,202502,583,586
도봉구,1744.도봉소방서 옆,202502,1060,1084
도봉구,1749. ESA아파트 상가 앞,202502,545,525
도봉구,1750. 창포원 남쪽 입구,202502,231,265
도봉구,1751. 창원초등학교 교차로,202502,301,282
도봉구,1752. 창동 주공 4단지 입구 옆,202502,256,312
도봉구,1754. 창동시장입구 사거리,202502,412,383
마포구,119. 서강나루 공원,202502,632,639
마포구,153. 성산2교 사거리,202502,852,832
도봉구,1756.서울북부광역등기국,202502,141,166
도봉구,1757.솔밭공원역 1번출구 앞,202502,165,152
도봉구,1758.솔밭공원역 1번출구 주변,202502,281,266
도봉구,1759.서울북부지방법원 앞,202502,294,270
도봉구,1761.방학중학교 앞,202502,129,71
도봉구,1762.북한산 한신휴플러스APT앞,202502,657,725
마포구,154. 마포구청역 ,202502,986,1256
도봉구,1765.쌍문역 1번출구 주변,202502,483,441
도봉구,1767.방학초등학교 앞,202502,605,682
도봉구,1768.신동아타워 버스정류소,202502,246,254
도봉구,1770.도봉한신아파트 주변,202502,319,324
도봉구,1771.성원APT버스정류소,202502,475,319
도봉구,1772.시립도봉노인복지관 버스정류소,202502,328,252
도봉구,1774.정의여중고 버스정류소,202502,191,218
마포구,155. 가좌역1 번출구 앞,202502,807,736
도봉구,1775.신원리베르텔 앞,202502,799,987
강북구,1550.삼각산아이원아파트(105동 옆),202502,96,1
강북구,1551.4.19탑 앞,202502,398,238
강북구,1552. 강북구청사거리,202502,621,629
강북구,1553.서울북부고용노동지청,202502,319,328
강북구,1554.번동사거리,202502,255,235
강북구,1557.신창교,202502,356,368
마포구,156. 서울서부지방법원 앞,202502,252,259
강북구,1558.강북문화정보도서관,202502,147,102
강북구,1560. 도봉세무서 앞,202502,371,383
강북구,1564.4.19민주묘지역 1번출구,202502,267,258
강북구,1565.수유사거리,202502,443,439
강북구,1568.4.19민주묘지 입구사거리,202502,297,298
강북구,1569.수유역2번출구,202502,1388,1400
마포구,157. 애오개역 4번출구 앞,202502,652,821
마포구,488.푸르메병원,202502,680,681
마포구,489.구룡근린공원,202502,236,175
마포구,490.가온문화공원,202502,719,686
마포구,491.월드컵파크 4단지,202502,158,154
마포구,493.홍대입구역 6번출구,202502,612,619
마포구,494.신수동주민센터,202502,203,198
마포구,495.염리초등학교 앞,202502,376,513
마포구,497.합정동주민센터 앞,202502,1019,631
마포구,498.연남동주민센터 앞,202502,1390,1414
서대문구,159. 이대역 4번 출구,202502,180,89
마포구,3002.벽산상암스마트큐브 ,202502,1015,1005
마포구,3003.래미안신공덕3차아파트,202502,64,27
마포구,3005.마포구청 청사내,202502,160,159
마포구,3006. 상암월드컵파크5단지(상암중학교),202502,206,204
마포구,3007.MBC 앞,202502,376,399
마포구,3008.DMC역7번출구,202502,350,288
마포구,3009. 홍대입구역 사거리,202502,689,818
마포구,3010.홍대입구역 3번출구,202502,1580,1745
서대문구,160. 북아현동 가구거리,202502,256,207
용산구,848. 삼각지12번 출구,202502,194,305
용산구,849. 삼각지 자이아파트,202502,365,439
용산구,850. KCC용산월츠타워 ,202502,176,214
용산구,851.효창 푸르지오 앞,202502,239,65
용산구,852. 청암자이아파트 앞,202502,401,224
용산구,853.용산역 맞은편,202502,1192,1385
용산구,854.HID 유족동지회 앞,202502,39,34
용산구,855.이촌역5번출구 앞,202502,70,75
서대문구,161. 무악재역1번 출구,202502,80,84
용산구,857. 현대 안성타워,202502,187,57
용산구,858.녹사평역3번 출구,202502,238,74
용산구,859.남산공원 야외식물원 앞,202502,89,31
용산구,860.LG한강 자이아파트 앞,202502,438,394
용산구,863.이촌역2번 출구,202502,187,180
용산구,864.순천향대학병원(한남오거리),202502,287,315
서대문구,162. 봉원고가차도 밑,202502,396,99
용산구,866.브라운스톤 남산아파트,202502,377,141
용산구,867.서빙고역 광장(1번출구),202502,114,163
서대문구,3109.북한산더? 106동 앞,202502,121,121
서대문구,3110.홍은 현대아이파크 아파트 202동 앞,202502,260,262
서대문구,3111.무악재역 4번 출구,202502,97,93
서대문구,3114.충정로역 3번 출구,202502,219,145
서대문구,3113. 독립문 앞,202502,289,245
마포구,120. 신수동 사거리,202502,303,342
서대문구,163. 명지전문대학교 정문 앞,202502,192,190
서대문구,3115.북아현 치안센터 인근,202502,354,289
서대문구,3116.신촌역 4번출구,202502,361,363
서대문구,3117.이화여대 인문관 인근,202502,74,109
서대문구,3119.연희 브라운스톤 아파트 앞,202502,546,541
서대문구,3120.DMC엘가아파트 앞,202502,637,594
서대문구,3121.가좌삼거리,202502,670,655
서대문구,3122.북가좌삼거리2,202502,337,307
서대문구,3123.DMC파크뷰자이1단지 110동 앞,202502,333,319
서대문구,164. 북가좌1동 주민센터 ,202502,213,157
서대문구,3125.연희파크푸르지오아파트 앞,202502,551,555
서대문구,3127.홍은2파출소 옆,202502,298,300
서대문구,3128.동신병원 맞은편,202502,500,521
서대문구,3129.DMC래미안e편한세상203동옆,202502,408,394
서대문구,3130.가재울사거리,202502,458,248
서대문구,3131.연가교 교차로,202502,524,415
서대문구,3132.홍제교,202502,242,249
서대문구,3134.SK리쳄블(서울아리수본부),202502,261,203
서대문구,165. 중앙근린공원,202502,622,424
성북구,1379.길음뉴타운푸르지오아파트 3단지,202502,34,3
성북구,1380.월곡역 5번출구 앞,202502,730,734
성북구,1381.석계역 4번출구 뒤,202502,866,891
성북구,1384.성신여대입구역 5번출구,202502,556,577
성북구,1385.성신여대입구역 3번출구 앞,202502,736,734
성북구,1386.동선고가차도 초입,202502,103,106
성북구,1388. 돈암초교입구 버스정류장(한성대입구역 방면),202502,303,301
서대문구,166. 가재울 초등학교,202502,790,742
성북구,1390.석관래미안아트리치,202502,652,659
성북구,1391.성북청소년센터,202502,233,234
성북구,1392.돈암삼성풍림아파트,202502,78,9
성북구,1393.돈암육교 하단,202502,58,44
성북구,1394.길음뉴타운 래미안9단지,202502,267,268
성북구,1395.래미안장위포레카운티(102동),202502,362,348
성북구,1396.래미안장위퍼스트하이(513동),202502,465,461
용산구,869.노들섬 동측 앞,202502,102,107
서대문구,167. 연가초등학교 옆,202502,291,74
용산구,870.노들섬 서측 앞,202502,517,546
은평구,973.제각말푸르지오 5-1단지 아파트,202502,97,32
은평구,974.연신초등학교옆 마을마당,202502,43,27
은평구,975.백련산 힐스테이트상가앞,202502,263,65
은평구,976.진관고등학교앞,202502,154,177
은평구,977.신도중학교앞,202502,84,15
은평구,978.녹번 힐스테이트상가앞,202502,105,82
은평구,979.원풍빌라앞,202502,327,299
은평구,982. 녹번초등학교(서오릉로),202502,394,393
은평구,984.상신초등학교앞 버스정류장,202502,418,432
은평구,985. 은평세무서 버스정류장(은평구청 방면),202502,508,514
은평구,989. 신응교(가좌로) 앞,202502,573,778
은평구,991.흥국사 정류장,202502,43,35
서대문구,169. 북가좌 삼거리,202502,274,238
은평구,992.북한산입구 정류장,202502,42,29
은평구,993.은평뉴타운 은뜨락아파트앞,202502,118,49
은평구,994.북한산생태공원입구(교통섬),202502,110,92
은평구,995.은평다목적체육관,202502,169,120
은평구,996.응암역2번출구 국민은행 앞,202502,1472,2083
동대문구,665.이문동 쌍용아파트 정문,202502,359,405
동대문구,666.이문대성유니드아파트 앞,202502,256,252
동대문구,667.청량차도 육교 밑,202502,285,203
동대문구,669.청계한신휴플러스앞 삼거리,202502,709,703
서대문구,170. DMC파크뷰자이아파트 302동 앞,202502,449,445
동대문구,670.삼육서울병원 버스정류장,202502,1269,1399
동대문구,671.대광빌딩,202502,219,221
동대문구,672.대광고등학교,202502,327,392
동대문구,673.안암골벽산아파트(후문),202502,424,401
동대문구,674.고대앞사거리 교통섬,202502,400,451
동대문구,676.FITI시험연구원 앞,202502,392,396
동대문구,678.장안힐스테이트(아) 앞,202502,798,934
동대문구,679.전농SK아파트 앞,202502,166,130
서대문구,171. 임광빌딩 앞,202502,291,319
동대문구,680.꿈마루어린이도서관 앞,202502,553,519
동대문구,681.서울특별시 동부교육지원청(육교),202502,78,94
중랑구,1461.동양엔파트 앞,202502,433,442
중랑구,1462.동부시장 북문 앞,202502,857,861
중랑구,1463.중랑구민회관,202502,164,176
중랑구,1464.중화역 4번출구,202502,454,467
중랑구,1466.두산대림아파트 삼거리,202502,179,214
중랑구,1467.sk신내 주유소앞(용마산로),202502,89,112
중랑구,1468.먹골역 7번 출구,202502,381,441
중랑구,1469.먹골역 4번출구,202502,409,446
중랑구,1470.중화동 우리은행 앞,202502,614,611
중랑구,1471.동양쇼핑 정류소 앞,202502,520,597
중랑구,1472.영성빌딩(PAT),202502,395,462
중랑구,1473.중랑역 1번 출구(중화문화복지센터),202502,461,491
중랑구,1474.서울중랑우체국,202502,255,249
중랑구,1477.면목삼익아파트 앞,202502,130,117
중랑구,1478.홈플러스 상봉점 앞,202502,706,721
마포구,121. 마포소방서 앞,202502,279,288
서대문구,173. 서대문역 8번출구 앞,202502,145,153
중랑구,1479.면목 홈플러스 2 ,202502,244,237
중랑구,1480. 용마지구대 B,202502,204,234
광진구,3563.구의7단지현대아파트,202502,109,107
광진구,3566.우성4차아파트,202502,889,832
광진구,3569.건대병원후문,202502,1956,2210
광진구,3570.구의역 리버비스타 오피스텔,202502,1502,1543
서대문구,175. 홍연2교옆,202502,431,415
광진구,3571.화양 APT(횡단보도 옆),202502,2195,2139
광진구,3573.광나루안전체험관,202502,552,478
광진구,3575. 자양사거리(서원빌딩),202502,1779,1779
광진구,3579.광진 캠퍼스시티,202502,1141,1093
서대문구,179. 가좌역 4번출구 앞,202502,888,891
광진구,3581.광진광장,202502,1033,813
광진구,3582.화양동 우체국,202502,1294,1266
광진구,3586.군자역 비채온 오피스텔,202502,648,689
성동구,3544.한양대역 3번 출구,202502,663,654
성동구,3545.한양대역 1번출구,202502,234,216
성동구,3547.상왕십리역 6번 출입구,202502,422,234
서대문구,180. 충정로역 7번출구 아래,202502,296,184
성동구,3548.뚝섬역 6번출구,202502,1128,1036
성동구,3549.건영아파트 앞,202502,1009,985
성동구,3550.금호나들목,202502,373,374
성동구,3551.성동도로사업소,202502,500,498
성동구,3552.서울숲 공영주차장앞,202502,147,134
성동구,3553.마장역3번출구,202502,261,290
성동구,3555.양지사거리(센트라스APT 115동앞),202502,86,71
성동구,3556.신금호파크자이APT앞,202502,168,29
성동구,3557.서울숲리버뷰자이APT105동 앞,202502,256,215
성동구,518. 청계천 박물관 앞,202502,469,440
성동구,3558.마장동 금호어울림APT앞,202502,394,245
성동구,3559.성동구민종합체육센터 앞,202502,950,1092
성동구,3560.성동구 견인차량 보관소 앞,202502,821,716
성동구,3561.행당동 삼부APT후문,202502,115,76
성동구,519. 양지사거리,202502,374,372
동작구,2077.노들역 3번출구,202502,371,405
동작구,2078.흑석 아크로리버하임(103동),202502,58,8
동작구,2079.중앙대학교 중앙광장,202502,57,49
동작구,2080. 대방지하보도(대방동경남아너스빌아파트),202502,625,680
동작구,2082.7호선 이수역7번출구,202502,493,496
동작구,2083.흑석롯데캐슬에듀포레(107동),202502,187,175
동작구,2084.e편한세상 상도노빌리티 앞,202502,223,209
동작구,2085.강남중학교 앞,202502,506,468
동작구,2086.삼일수영장 앞,202502,587,410
성동구,520. 상왕십리역 4번 출구 앞,202502,434,392
동작구,2088.상도중앙하이츠빌 입구,202502,120,100
동작구,2089.사당역10번출구(금강빌딩),202502,382,440
동작구,2090.기아자동차 사당점 앞,202502,467,476
동작구,2091. 이수역9번출구,202502,451,526
동작구,2092.흑석한강푸르지오(110동),202502,96,16
동작구,2093.상도SH빌아파트 입구,202502,12,13
동작구,2094.숭실대학교(중문) ,202502,126,27
동작구,2095.경문고등학교 앞,202502,350,372
동작구,2096.서울특별시 동작관악교육지원청,202502,38,14
성동구,521. 왕십리역 11번 출구 앞,202502,631,634
관악구,2186. 낙성대입구삼거리,202502,170,154
관악구,2187. 현대시장사거리,202502,559,364
관악구,2189. 봉천역 4번출구,202502,528,557
관악구,2190.도원맨션,202502,218,212
관악구,2191.대학동주민센터 ,202502,265,287
관악구,2195.은천교회,202502,474,485
성동구,522. 금호역 1번출구 앞,202502,118,119
관악구,2196. 봉천역 3번출구,202502,224,233
관악구,2198.사랑의병원,202502,262,306
관악구,2199.신봉천주유소 A,202502,92,94
성동구,523. 옥수동성당 옆,202502,51,21
관악구,3310.영락고등학교,202502,155,16
관악구,3311.서울대입구역 4번 출구,202502,535,583
양천구,794.양천문화회관,202502,1541,1563
양천구,795.양천 해누리타운,202502,1931,1912
양천구,796.목동아파트 14단지 B상가 앞,202502,1228,1182
양천구,797.목동아파트 1422동 1434동 사잇길,202502,2175,2168
마포구,122. 신성기사식당 앞,202502,426,412
성동구,524. 래미안금호하이리버 아파트 102동 옆,202502,151,120
강북구,1571.북서울 꿈의 숲 입구,202502,197,200
강북구,1572. 우이동 먹거리마을,202502,61,48
강북구,1573.현대성우아파트 옆,202502,150,81
서초구,2539.대한무역투자진흥공사 KOTRA 앞,202502,552,558
강북구,1574.송중초등학교 옆,202502,192,187
성북구,1382.래미안월곡아파트 입구,202502,406,404
광진구,3587.우성식품 앞,202502,763,774
광진구,3588.세종대학교(영실관),202502,219,198
송파구,2658.가락몰 업무동,202502,758,762
성동구,525. 한양대병원사거리,202502,505,450
송파구,2659.서울친환경유통센터,202502,100,102
강서구,2744.강서세무서 앞,202502,1839,1853
강서구,2745.수명초등학교,202502,1513,1300
서초구,2547. 반포래미안 리오센트,202502,428,434
서초구,2548.반포1동 자율방범초소 옆,202502,165,105
서초구,2549.LH 서초 4단지 403동,202502,197,205
서초구,2550.양재동 꽃시장 건너편,202502,293,294
강서구,2746.수명산파크 4단지 411동 앞,202502,1262,1014
성동구,526. 용답토속공원 앞,202502,559,551
성동구,3600.사근빗물펌프장 건너편,202502,1117,1192
중구,3013.서울지방고용노동청 앞,202502,716,741
강동구,3652. 한영외국어고등학교,202502,87,88
은평구,4652. 신사두산위브2차아파트 앞,202502,484,397
성동구,AS센터,202502,3,0
종로구,4711. 올림픽기념 국민생활관 로터리,202502,724,703
관악구,3802. 관악구민체육센터,202502,283,271
성동구,529. 장한평역 8번 출구 앞,202502,2915,2822
중구,4760. 서울역 7번출구,202502,77,87
중구,4765. 동대문디자인플라자,202502,817,785
중구,4766. 서소문성지역사박물관,202502,260,218
중구,4781. 브라운스위트레지던스,202502,122,90
중구,4782. 서소문역사공원,202502,62,59
구로구,3906. 천왕차량사업소 입구,202502,396,735
용산구,4604. 원효로다목적체육관 앞,202502,182,249
용산구,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",202502,107,94
용산구,4607. 국립중앙박물관 -용산가족공원 앞,202502,106,85
성동구,530. 청계벽산아파트 앞,202502,818,863
용산구,4608. 국립중앙박물관 정문 앞,202502,73,53
용산구,4609. 파크타워 104동 앞,202502,130,163
용산구,4610. 한남나인원 105동 앞,202502,105,199
용산구,4611. 국제루터교회 앞,202502,72,86
용산구,"4612. 한남 준 J,FSS 앞",202502,64,59
용산구,4613. 서울갤러리아 앞,202502,111,92
용산구,4615. 크라운호텔앞 버스정류소,202502,166,353
용산구,4616. 신용산지하차도 앞,202502,313,442
용산구,4617. 동원베네스트 건너편,202502,165,151
용산구,4618. 풍전아파트 건너편,202502,469,501
성동구,533. 금남시장 교차로,202502,160,263
용산구,4619. 한강트럼프월드3차 앞,202502,455,434
용산구,4620. 삼각지역 14번 출구 앞(교통섬),202502,430,473
용산구,4622. 한강중학교 앞 버스정류장,202502,117,145
용산구,4623. 라인프랜즈이태원점 앞,202502,68,28
용산구,4627. 효창공원앞역 5번출구 옆,202502,177,141
용산구,4629. 한강초교보도육교 앞,202502,278,423
강북구,3703. 삼양입구사거리,202502,145,148
강북구,3707. 드래곤타워 앞,202502,396,396
성동구,534. 금호사거리,202502,121,121
강북구,3714. 송천센트레빌,202502,65,35
구로구,3902. 항동지구5단지 501동 앞,202502,98,101
구로구,3903. 현대아파트 앞,202502,272,288
구로구,3904. 테크노마트 앞,202502,990,972
구로구,3905. 희훈타워빌 앞,202502,1011,921
성동구,4353. 코오롱디지털타워 3차앞,202502,884,953
성동구,4360. 르노삼성자동차 성수사업소 앞,202502,570,616
성동구,4362. 행당중학교 후문,202502,135,162
용산구,4625. 용산공원갤러리앞,202502,210,211
성동구,535. 응봉삼거리,202502,380,135
은평구,4653. 불광역 9번 출구 맞은편,202502,217,223
종로구,4708. 조계사앞사거리,202502,809,896
종로구,4710. 자교교회 앞,202502,419,514
강남구,3602. 한국지역난방공사강남지사,202502,293,310
강서구,3753. 공항중학교 버스정류장,202502,351,239
강서구,3756. 마곡힐스테이트 정문,202502,1033,850
강서구,3761. 나이아가라관광호텔,202502,288,306
강서구,3763. 등촌태영아파트,202502,463,484
성동구,536. 행당역 2번출구 앞,202502,273,311
강서구,3765. 문소빌딩,202502,232,223
강서구,3767. 대원빌딩,202502,807,755
강서구,3772. 길성그랑프리텔아파트,202502,1437,1428
강서구,3775. 가양오토갤러리,202502,595,614
강서구,3776. 김포공항사거리,202502,218,225
강서구,3778. 김포공항입구 교차로,202502,754,717
강서구,3780. 등촌서광아파트,202502,2063,2051
강서구,3781. 강서아동복지센터,202502,33,66
강서구,3782. 겸재정선미술관,202502,933,813
성동구,537. 한양대후문역 부근,202502,482,487
강서구,3783. 마곡금호어울림아파트,202502,741,625
강서구,3784. 벽산아파트,202502,1380,1121
강서구,3787. 가양나들목,202502,159,158
강서구,3788. 정곡나들목,202502,169,178
강서구,3789. 염창나들목,202502,864,920
동대문구,4102. 휘경1동주민센터 앞,202502,383,386
동대문구,4103. 휘경sk뷰아파트 앞,202502,138,134
동대문구,4104. 외대앞역 교차로,202502,444,448
동대문구,4105. 서울교통공사사거리 교통섬,202502,466,455
서대문구,123. 문화촌 공원,202502,839,827
성동구,538. 답십리역 8번출구 앞,202502,174,264
동대문구,4107. 장안동근린공원 입구,202502,415,420
동대문구,4108. 답십리파크자이아파트 앞,202502,1357,1382
동대문구,4110. 용두롯데캐슬리치아파트 앞,202502,504,405
동대문구,4113. 한국국방연구원 앞,202502,546,572
동대문구,4116. 이문e편한세상아파트 앞,202502,365,359
동대문구,4117. 휘경119안전센터 앞,202502,308,299
동대문구,4121. 서울문화재단 앞,202502,679,650
동대문구,4122. 청계9가교차로 앞,202502,1190,1223
동대문구,4123. 배봉초교 교차로,202502,460,460
성동구,550. 서울시설공단 앞,202502,833,811
종로구,4703. 쌍용아파트2단지 정문,202502,160,6
종로구,4707. 청계3가 사거리,202502,610,597
중구,4753. 시청역 10번출구,202502,346,302
중구,4761. 중부경찰서앞사거리 건너편,202502,189,191
중구,4762. 국제빌딩,202502,179,167
중구,4768. 서울도시건축전시관,202502,424,409
중구,4772. 중앙일보,202502,69,79
광진구,539. 군자교교차로,202502,716,720
중구,4774. 을지로입구역 8번출구,202502,275,264
중구,4775. 을지로지하쇼핑센터,202502,377,395
중구,4776. 신세계면세점,202502,161,154
중구,4784. 중부경찰서앞 사거리,202502,287,294
중구,4785. 롯데시티호텔,202502,319,292
중구,4791. 명동역9번 출구,202502,616,508
마포구,4202. 프런트원(공덕역4번출구 앞),202502,390,499
광진구,540. 군자역 7번출구 베스트샵 앞,202502,968,971
마포구,4206. 광흥창역5번출구,202502,224,209
마포구,4207. 아만티호텔 앞,202502,323,419
마포구,4208. 스타벅스(동교동) 앞,202502,393,482
마포구,4210. 가좌행복주택 앞,202502,546,505
마포구,4211. 시석빌딩 앞,202502,374,399
마포구,4212. 한화오벨리스크 앞,202502,343,315
마포구,4213. 마포구중앙도서관 정문 앞,202502,1400,1343
마포구,4214. JTBC 앞,202502,570,601
강서구,3760. 발산역 8번 출구,202502,1306,1376
강서구,3766. 강서문화센터,202502,136,121
광진구,542. 강변역 4번출구 뒤,202502,759,781
광진구,3853. 어린이대공원역 2번출구,202502,629,440
광진구,3860. 건국대학교 정문 앞,202502,744,582
광진구,3863. 동일로58길 입구,202502,589,530
광진구,3864. 광진소방서 앞,202502,895,603
광진구,3865. 이튼타워리버 2차,202502,816,860
광진구,3868. 자양한강도서관,202502,1296,1320
광진구,3873. 동서울우편집중국 앞,202502,631,611
광진구,3878. 장로회신학대학교 주기철 기념관,202502,9,6
도봉구,4076. 도봉통합복지센터 뒤 중랑천 변,202502,369,381
광진구,543. 구의공원(테크노마트 앞),202502,1200,1239
강서구,3769. 증미역 2번출구,202502,944,1049
강서구,3792. 화곡본동시장 입구,202502,304,287
강서구,3793. 더리브골드타워,202502,563,645
강서구,3794. 안양천합수부(현대3차아파트),202502,539,554
강서구,3796. 송정역 3번출구 앞,202502,879,772
강서구,3797. 마곡수명산파크7단지 710동 앞,202502,318,316
강서구,3798. 그랜드아이파크아파트 앞,202502,2752,2713
강서구,3786. 강서힐스테이트 상가 앞,202502,492,359
구로구,3907. 신도림7차e편한세상아파트 806동 앞,202502,650,544
광진구,544. 광남중학교,202502,318,320
동대문구,4114. 휘경여중고삼거리,202502,601,703
서대문구,4253. 홍은도담도서관,202502,200,202
서초구,4319. 삼성전자R&D어린이집 뒤,202502,119,67
영등포구,4556. 리버뷰신안인스빌1차 후문,202502,824,927
영등포구,4557. 리버뷰신안인스빌2차 후문,202502,822,778
종로구,4705. 웰니스센터(민방위교육장 앞),202502,854,845
강동구,3653. 강동리버스트4단지아파트 404동 앞,202502,168,216
강동구,3654. 강동리버스트4단지아파트 405동 앞,202502,117,133
강서구,3759. 이대서울병원,202502,1044,1221
광진구,546. 잠실대교북단 교차로,202502,902,899
서초구,4320. 비석공원,202502,310,357
송파구,4452. 삼성SDS,202502,1765,1813
송파구,4453. 위례중앙푸르지오 201동 앞,202502,592,572
송파구,4457. 아산병원 기숙사 부근,202502,2098,2087
송파구,4458. 가락2동주민센터 인근,202502,186,188
송파구,4460. 올림픽훼미리아파트 112동 앞,202502,569,580
송파구,4462. 가락중학교 앞,202502,248,249
송파구,4463. 방이역 2번 출구,202502,391,383
광진구,548. 자양나들목,202502,1250,1098
송파구,4464. 올림픽공원 북2문 A,202502,491,519
송파구,4465. 건영아파트앞 사거리,202502,773,767
송파구,4468. 가락1동주민센터 ,202502,554,540
송파구,4469. 거여동 어울림아파트  102동앞,202502,207,209
송파구,4472. 송파파크데일 1단지 115동 건너편,202502,149,130
송파구,4473. 마천금호어울림 1차 102동앞,202502,108,108
송파구,4474. 가락현대 1차 11동 앞,202502,244,156
송파구,4475. 송파파인타운 4단지 403동,202502,160,156
송파구,4478. 문정근린공원2,202502,524,523
광진구,549. 아차산역 3번출구,202502,1053,1038
송파구,4479. 문정중학교,202502,85,57
송파구,4480. 가락시장 남1문 사거리,202502,368,400
송파구,4481. 올림픽공원 북2문 B,202502,786,782
송파구,4483. 잠실나들목4,202502,587,567
송파구,4484. 잠실나루역4번출구뒤,202502,954,966
송파구,4485. 잠실나루역 고가하부,202502,345,226
송파구,4486. 홈플러스 잠실점,202502,1162,1147
송파구,"4488. 문현중,고등학교 사이",202502,108,114
송파구,4490. 송파파인타운 10단지 1005동,202502,113,101
송파구,4491. 장지역 1번출구,202502,602,603
마포구,124. 서강대 정문 건너편,202502,490,433
동대문구,600. 휘경2동 주민센터,202502,150,154
송파구,4493. 마천사거리 2,202502,191,170
송파구,4496. 잠실 파크리오 120동 앞,202502,750,760
송파구,4497. 아시아선수촌아파트 교차로,202502,726,756
송파구,4499. 세양청마루 101동 앞,202502,312,160
송파구,4852. 서울복합물류 게이트 1,202502,1201,1379
송파구,4854. 가락시장역 2번 출구,202502,630,620
송파구,4855. 거여5단지 503동 앞,202502,311,296
송파구,4856. 올림픽공원 서1문 앞,202502,601,648
송파구,4859. 잠실나루 나들목,202502,613,642
강북구,3718. 번동3단지 버스정류장,202502,443,467
강서구,3754. 신방화역 8번출구,202502,737,743
강서구,3764. 관문주유소(GS칼택스) 앞,202502,804,779
관악구,3803. 남서울중학교,202502,457,460
관악구,3804. 낙성대공원,202502,76,62
관악구,3806. 낙성대 교수아파트,202502,108,49
관악구,3807. 관악우체국 교차로,202502,144,140
송파구,4454. 위례 포레샤인 1809동 부근,202502,212,65
동대문구,602. 장안동 사거리,202502,1547,1935
송파구,4857. 올림픽공원 장미광장,202502,295,271
종로구,4713. 현대 뜨레비앙 아파트 앞,202502,716,690
중구,4752. 삼성사이버빌리지아파트,202502,230,105
중구,4792. 퇴계로4가 교차로(중구청),202502,562,557
중구,4793. 동대문역사문화공원역 5번출구,202502,462,538
강서구,3799. 국립항공박물관,202502,273,290
중랑구,4802. 새우개마을,202502,95,96
중랑구,4803. 상봉2동 주민센터 앞,202502,536,529
중랑구,4804. 동서울농협 앞,202502,698,745
중랑구,4807. 라코지스테이 앞,202502,282,287
중랑구,4808. 신내2동 주민센터 앞,202502,419,399
중랑구,"4809. 동성1,2차 아파트 앞",202502,463,294
중랑구,4811. 한양수자인아파트 앞,202502,296,144
중랑구,4812. 묵동 이마트 앞,202502,606,630
중랑구,4813. 망우지구대,202502,745,779
금천구,3956. 대륭테크노타운21차 앞,202502,355,395
금천구,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,202502,230,237
금천구,3959. 시흥사거리(시흥동 994-3 앞),202502,413,464
금천구,3963. 에이스 하드웨어(시흥대로 396) 앞,202502,469,503
금천구,3966. 독산역1번출구 B,202502,1256,1391
영등포구,4579. 국회의사당 본관,202502,321,253
